Date,Price,Open,High,Low,Vol.,Change %
"Jul 11, 2019","11,342.30","12,111.60","12,111.60","11,029.00",943.13K,-6.34%
"Jul 10, 2019","12,110.60","12,542.80","13,134.40","11,594.90",1.11M,-3.44%
"Jul 09, 2019","12,541.50","12,250.60","12,772.90","12,111.20",847.84K,2.36%
"Jul 08, 2019","12,252.60","11,415.80","12,332.30","11,304.80",695.60K,7.33%
"Jul 07, 2019","11,415.90","11,267.90","11,524.60","11,108.10",601.93K,1.31%
"Jul 06, 2019","11,268.00","10,969.80","11,650.20","10,967.90",688.96K,2.71%
"Jul 05, 2019","10,970.20","11,159.70","11,381.80","10,810.30",772.67K,-1.73%
"Jul 04, 2019","11,163.10","11,899.30","11,948.00","11,087.10",840.34K,-6.20%
"Jul 03, 2019","11,900.80","10,835.90","11,931.80","10,835.90",998.73K,9.83%
"Jul 02, 2019","10,835.90","10,615.50","10,923.50","9,728.50",1.12M,2.07%
"Jul 01, 2019","10,616.60","10,821.40","11,254.50","10,041.60",1.04M,-1.87%
"Jun 30, 2019","10,818.60","11,906.00","12,179.30","10,765.40",880.77K,-9.14%
"Jun 29, 2019","11,906.50","12,408.00","12,422.90","11,490.80",834.62K,-4.05%
"Jun 28, 2019","12,409.10","11,288.40","12,461.80","10,970.50",1.09M,9.93%
"Jun 27, 2019","11,287.80","13,062.40","13,422.00","10,493.50",1.59M,-13.59%
"Jun 26, 2019","13,063.80","11,811.60","13,929.80","11,747.30",1.48M,10.62%
"Jun 25, 2019","11,809.90","11,046.60","11,833.90","11,033.70",781.09K,6.91%
"Jun 24, 2019","11,046.40","10,897.30","11,114.40","10,622.60",566.96K,1.37%
"Jun 23, 2019","10,897.10","10,721.50","11,361.30","10,557.80",683.79K,1.64%
"Jun 22, 2019","10,721.70","10,178.10","11,160.50","10,031.30",1.09M,5.33%
"Jun 21, 2019","10,179.30","9,517.70","10,184.30","9,517.40",769.12K,6.96%
"Jun 20, 2019","9,517.00","9,255.00","9,583.90","9,188.40",693.62K,2.83%
"Jun 19, 2019","9,255.40","9,080.70","9,295.10","9,044.00",587.57K,1.93%
"Jun 18, 2019","9,080.60","9,318.90","9,336.10","8,962.70",723.17K,-2.56%
"Jun 17, 2019","9,318.80","8,961.00","9,438.10","8,959.80",738.80K,3.98%
"Jun 16, 2019","8,962.50","8,812.20","9,332.00","8,771.10",849.77K,1.70%
"Jun 15, 2019","8,812.50","8,655.80","8,856.70","8,582.30",608.69K,1.81%
"Jun 14, 2019","8,656.10","8,218.60","8,685.30","8,153.20",643.17K,5.32%
"Jun 13, 2019","8,219.00","8,132.40","8,306.10","8,028.60",574.21K,1.06%
"Jun 12, 2019","8,133.10","7,888.00","8,198.10","7,805.80",607.89K,3.11%
"Jun 11, 2019","7,888.00","7,987.80","8,010.40","7,714.50",579.00K,-1.25%
"Jun 10, 2019","7,987.80","7,635.00","8,012.80","7,523.60",641.38K,4.62%
"Jun 09, 2019","7,635.00","7,901.60","7,937.50","7,516.90",554.48K,-3.37%
"Jun 08, 2019","7,901.40","7,985.30","8,044.40","7,770.50",485.81K,-1.05%
"Jun 07, 2019","7,985.20","7,785.80","8,099.40","7,749.40",588.87K,2.57%
"Jun 06, 2019","7,784.90","7,779.60","7,861.40","7,480.40",651.82K,0.08%
"Jun 05, 2019","7,779.10","7,685.60","7,885.00","7,590.40",762.94K,1.22%
"Jun 04, 2019","7,685.50","8,118.10","8,118.10","7,494.00",966.95K,-5.41%
"Jun 03, 2019","8,124.80","8,728.60","8,734.90","8,102.70",739.45K,-6.92%
"Jun 02, 2019","8,728.60","8,545.80","8,807.70","8,534.80",614.54K,2.14%
"Jun 01, 2019","8,545.70","8,556.90","8,615.80","8,454.00",686.75K,-0.15%
"May 31, 2019","8,558.30","8,271.40","8,578.80","8,135.00",858.41K,3.46%
"May 30, 2019","8,271.90","8,647.80","9,045.90","8,054.70",1.04M,-4.35%
"May 29, 2019","8,647.80","8,715.60","8,747.20","8,435.30",15.43M,-0.79%
"May 28, 2019","8,716.30","8,759.40","8,794.10","8,568.80",763.20K,-0.50%
"May 27, 2019","8,760.10","8,628.90","8,902.80","8,607.30",907.96K,1.51%
"May 26, 2019","8,630.20","8,029.60","8,718.60","7,866.50",872.12K,7.51%
"May 25, 2019","8,027.40","7,971.40","8,090.10","7,919.10",691.27K,0.72%
"May 24, 2019","7,970.10","7,852.80","8,124.10","7,775.40",868.47K,1.50%
"May 23, 2019","7,852.10","7,637.20","7,939.10","7,486.80",815.14K,2.83%
"May 22, 2019","7,635.70","7,928.70","7,999.00","7,545.90",821.40K,-3.72%
"May 21, 2019","7,930.30","7,965.00","8,056.80","7,813.20",804.88K,-0.44%
"May 20, 2019","7,965.30","8,156.40","8,156.40","7,604.00",958.81K,-2.35%
"May 19, 2019","8,157.20","7,261.90","8,253.40","7,252.30",1.08M,12.32%
"May 18, 2019","7,262.60","7,359.90","7,458.50","7,189.40",865.53K,-1.32%
"May 17, 2019","7,359.50","7,871.90","7,924.00","6,998.60",1.43M,-6.51%
"May 16, 2019","7,871.80","8,164.80","8,293.30","7,720.40",1.18M,-3.59%
"May 15, 2019","8,164.60","7,994.80","8,225.30","7,856.50",1.13M,2.13%
"May 14, 2019","7,994.60","7,806.40","8,323.90","7,674.00",1.33M,2.42%
"May 13, 2019","7,806.00","6,984.70","8,058.30","6,893.10",1.20M,11.76%
"May 12, 2019","6,984.80","7,190.00","7,518.90","6,802.60",1.35M,-2.86%
"May 11, 2019","7,190.30","6,386.60","7,373.80","6,386.50",1.31M,12.59%
"May 10, 2019","6,386.00","6,194.30","6,466.60","6,157.80",907.94K,3.14%
"May 09, 2019","6,191.50","5,990.50","6,206.00","5,990.00",799.96K,3.36%
"May 08, 2019","5,990.30","5,849.40","6,011.30","5,799.10",757.13K,2.41%
"May 07, 2019","5,849.50","5,745.50","6,019.80","5,745.50",955.88K,1.82%
"May 06, 2019","5,745.10","5,775.10","5,801.40","5,630.50",755.39K,-0.52%
"May 05, 2019","5,774.90","5,830.80","5,838.20","5,708.20",709.02K,-0.96%
"May 04, 2019","5,830.90","5,768.00","5,899.20","5,605.00",920.61K,1.11%
"May 03, 2019","5,766.80","5,493.60","5,844.20","5,478.70",1.04M,4.97%
"May 02, 2019","5,493.80","5,384.60","5,530.80","5,370.00",722.23K,2.04%
"May 01, 2019","5,384.20","5,321.10","5,396.30","5,319.50",623.64K,1.19%
"Apr 30, 2019","5,320.80","5,235.40","5,336.60","5,195.90",697.42K,1.64%
"Apr 29, 2019","5,235.00","5,302.40","5,322.90","5,188.90",775.82K,-1.27%
"Apr 28, 2019","5,302.30","5,265.70","5,332.50","5,234.40",681.41K,0.69%
"Apr 27, 2019","5,265.90","5,298.20","5,318.10","5,225.40",833.13K,-0.61%
"Apr 26, 2019","5,298.30","5,209.20","5,469.30","5,159.30",1.03M,1.71%
"Apr 25, 2019","5,209.10","5,415.60","5,528.20","5,137.40",955.36K,-3.81%
"Apr 24, 2019","5,415.60","5,511.20","5,589.60","5,346.80",994.04K,-1.74%
"Apr 23, 2019","5,511.60","5,346.50","5,594.40","5,291.40",900.00K,3.08%
"Apr 22, 2019","5,346.70","5,248.20","5,370.20","5,170.20",920.77K,1.97%
"Apr 21, 2019","5,243.50","5,290.20","5,308.20","5,189.80",811.41K,-0.88%
"Apr 20, 2019","5,290.20","5,241.00","5,327.00","5,240.20",782.32K,0.94%
"Apr 19, 2019","5,241.00","5,264.80","5,282.40","5,192.10",787.09K,-0.45%
"Apr 18, 2019","5,264.70","5,208.30","5,293.10","5,205.00",727.97K,1.08%
"Apr 17, 2019","5,208.30","5,182.10","5,230.90","5,165.50",806.52K,0.53%
"Apr 16, 2019","5,180.90","5,031.40","5,198.40","5,014.40",631.05K,2.95%
"Apr 15, 2019","5,032.30","5,135.10","5,168.00","4,964.20",688.20K,-2.00%
"Apr 14, 2019","5,134.80","5,052.00","5,153.50","5,010.70",566.38K,1.64%
"Apr 13, 2019","5,051.80","5,054.20","5,093.40","5,011.60",577.16K,-0.05%
"Apr 12, 2019","5,054.20","5,022.70","5,080.50","4,889.20",779.14K,0.63%
"Apr 11, 2019","5,022.60","5,307.70","5,337.00","4,948.00",943.49K,-5.37%
"Apr 10, 2019","5,307.80","5,158.40","5,404.10","5,142.90",837.51K,2.89%
"Apr 09, 2019","5,158.40","5,245.00","5,245.90","5,095.20",784.62K,-1.65%
"Apr 08, 2019","5,245.20","5,173.50","5,300.60","5,060.50",928.23K,1.38%
"Apr 07, 2019","5,173.60","5,046.10","5,219.50","5,033.70",841.27K,2.53%
"Apr 06, 2019","5,046.20","5,010.00","5,198.40","4,947.90",952.18K,0.72%
"Apr 05, 2019","5,010.20","4,902.50","5,029.40","4,888.30",851.72K,2.20%
"Apr 04, 2019","4,902.40","4,968.70","5,042.50","4,789.20",1.05M,-1.33%
"Apr 03, 2019","4,968.70","4,859.30","5,278.40","4,814.00",13.83M,2.25%
"Apr 02, 2019","4,859.30","4,145.10","4,899.60","4,143.50",14.77M,17.23%
"Apr 01, 2019","4,145.10","4,102.30","4,159.10","4,076.80",3.22M,1.04%
"Mar 31, 2019","4,102.30","4,111.80","4,121.90","4,082.20",2.43M,-0.23%
"Mar 30, 2019","4,111.80","4,103.70","4,138.10","4,057.10",2.55M,0.23%
"Mar 29, 2019","4,102.20","4,025.70","4,123.10","4,022.60",3.30M,1.90%
"Mar 28, 2019","4,025.60","4,041.70","4,041.70","4,008.40",2.11M,-0.40%
"Mar 27, 2019","4,041.70","3,942.80","4,043.30","3,936.20",2.78M,2.51%
"Mar 26, 2019","3,942.80","3,937.10","3,950.70","3,899.90",2.53M,0.15%
"Mar 25, 2019","3,937.00","3,994.80","4,000.50","3,897.90",2.86M,-1.44%
"Mar 24, 2019","3,994.70","4,002.60","4,005.70","3,967.00",2.04M,-0.20%
"Mar 23, 2019","4,002.50","3,990.40","4,018.20","3,980.80",2.00M,0.30%
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
